comparison,pair_key,input,seed,first_client_latency_seconds,second_client_latency_seconds,first_inference_latency_ms,second_inference_latency_ms,client_relative_percent,server_relative_percent,second_faster
baseline_sdaa_to_round8_final,02:020,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260746,4.8517896719276905,2.4213989973068237,4846.542,2412.373,-50.09266351101398,-50.22486135475561,True
baseline_sdaa_to_round8_final,02:021,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260747,3.8198627550154924,2.043611748609692,3814.042,2035.334,-46.50038811142042,-46.6357738063713,True
baseline_sdaa_to_round8_final,02:022,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260748,4.266144415829331,2.0861888197250664,4261.681,2080.022,-51.09896392666972,-51.19245199253534,True
baseline_sdaa_to_round8_final,02:023,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260749,5.123375691007823,2.448835960123688,5118.4,2440.58,-52.20268612310225,-52.31752110034385,True
baseline_sdaa_to_round8_final,02:024,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260750,4.775162749923766,2.5208962401375175,4769.236,2513.522,-47.208160807131385,-47.29717715793473,True
baseline_sdaa_to_round8_final,03:000,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260726,4.113641700241715,2.4448640486225486,4108.003,2437.698,-40.56691790928485,-40.65978043346122,True
baseline_sdaa_to_round8_final,03:001,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260727,4.095440643839538,2.0566156380809844,4090.161,2049.335,-49.7827995340478,-49.895982089702585,True
baseline_sdaa_to_round8_final,03:002,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260728,4.335969583131373,2.154827679041773,4328.327,2145.083,-50.3034410705993,-50.440828523353254,True
baseline_sdaa_to_round8_final,03:003,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260729,4.234452089294791,2.2493227180093527,4227.818,2239.158,-46.880430559223626,-47.037502560422425,True
baseline_sdaa_to_round8_final,03:004,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260730,5.410543770994991,2.5995910270139575,5401.444,2590.386,-51.95323913744262,-52.04271302266579,True
baseline_sdaa_to_round8_final,03:005,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260731,4.394872636999935,2.1828304789960384,4387.795,2175.562,-50.332338174739455,-50.41787503746187,True
baseline_sdaa_to_round8_final,03:006,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260732,4.163255168125033,2.0679901079274714,4152.586,2062.59,-50.32756762639623,-50.329987145359546,True
baseline_sdaa_to_round8_final,03:007,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260733,4.364657766651362,2.1539244847372174,4358.068,2148.548,-50.65078180482993,-50.69953015877678,True
baseline_sdaa_to_round8_final,03:008,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260734,4.785241484642029,2.3440563129261136,4778.649,2337.27,-51.014879385936226,-51.089314155528065,True
baseline_sdaa_to_round8_final,03:009,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260735,4.753269680310041,2.4801552300341427,4746.786,2469.862,-47.82212252109437,-47.96769856488159,True
baseline_sdaa_to_round8_final,03:010,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260736,5.200501014012843,2.8269144240766764,5194.571,2816.676,-45.64149845448535,-45.77654247097595,True
baseline_sdaa_to_round8_final,03:011,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260737,3.933124679606408,1.9940613457001746,3926.857,1982.457,-49.300835642471355,-49.51542671403618,True
baseline_sdaa_to_round8_final,03:012,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260738,4.446524137631059,2.200938086025417,4439.72,2191.649,-50.5020546858429,-50.63542295460075,True
baseline_sdaa_to_round8_final,03:013,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260739,4.467118666041642,2.2582834702916443,4460.457,2248.744,-49.446530546439874,-49.58489679420741,True
baseline_sdaa_to_round8_final,03:014,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260740,5.300937503110617,2.6503369701094925,5293.027,2639.587,-50.0024860026314,-50.130860847677525,True
baseline_sdaa_to_round8_final,03:015,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260741,4.497490996029228,2.226135117933154,4490.106,2218.623,-50.50273319282734,-50.58862752906056,True
baseline_sdaa_to_round8_final,03:016,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260742,3.7784497812390327,2.011849071830511,3772.197,2005.924,-46.75464308617108,-46.823455932974866,True
baseline_sdaa_to_round8_final,03:017,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260743,4.458578491117805,2.1755132600665092,4451.594,2169.138,-51.206124005656136,-51.272780042384824,True
baseline_sdaa_to_round8_final,03:018,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260744,4.731159674935043,2.618685814086348,4720.53,2609.22,-44.650233895935855,-44.7261218549612,True
baseline_sdaa_to_round8_final,03:019,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260745,4.828466460108757,2.4648000868037343,4819.779,2455.619,-48.95273463806525,-49.05121168418718,True
baseline_sdaa_to_round8_final,03:020,你好，这是用于太初 SDAA 卡性能测试的第一条固定语音。,20260746,4.8830828638747334,2.3843855536542833,4874.223,2376.886,-51.17048757672996,-51.235591806119665,True
baseline_sdaa_to_round8_final,03:021,今天的天气很好，我们正在验证语音合成服务的延迟和音频质量。,20260747,3.824011040851474,2.0280478610657156,3817.945,2020.264,-46.9654287239155,-47.08504182223684,True
baseline_sdaa_to_round8_final,03:022,请保持自然、清晰、稳定的语速，完整读出这段性能测试文本。,20260748,4.212368753738701,2.0770958261564374,4207.266,2069.11,-50.69055090884661,-50.82055662751059,True
baseline_sdaa_to_round8_final,03:023,CosyVoice API 正在国产加速卡上运行，本次测试会记录实时率和吞吐量。,20260749,5.138972410000861,2.4411504310555756,5132.788,2433.115,-52.49730420220009,-52.59662000456672,True
baseline_sdaa_to_round8_final,03:024,性能优化必须同时保证结果正确，不能用缩短音频或降低质量换取速度。,20260750,4.7803432969376445,2.51345814531669,4774.066,2505.435,-47.42096980928447,-47.519891849002505,True
